cluster,entropy,top_marker,top_marker_ratio
0,3.6857110570887577,에,0.1598997759073986
1,3.9371695127917428,는,0.1299343684968785
2,3.5160389163467594,는,0.3119918369991254
3,3.8320290121396945,는,0.1490320999754962
