x,y,boundary_type,cluster_id
8.015292,-3.938953,Sentence,1
6.103014,-1.272012,Sentence,2
9.962437,-4.1591196,Sentence,2
6.8008485,-3.9897325,Sentence,1
8.517236,-3.4976103,Sentence,1
8.915657,-5.169377,Sentence,2
6.5370045,-2.1682408,Sentence,0
9.918053,-3.4894996,Sentence,1
8.37918,-3.3675764,Sentence,1
6.9375124,-4.266102,Sentence,1
6.348498,-3.405623,Sentence,0
7.341059,-4.6786933,Sentence,1
10.502128,-2.4531918,Sentence,1
6.177773,-3.6431174,Sentence,1
9.19574,-0.5932063,Sentence,0
9.13999,-5.1228395,Sentence,2
6.993964,-3.3414555,Sentence,1
6.946627,-2.7079508,Sentence,1
7.8258066,-3.607727,Sentence,1
6.271033,-2.2726753,Sentence,0
7.2601542,-3.234435,Sentence,1
10.233347,-4.8998175,Sentence,2
4.0950394,-1.4584398,Sentence,0
7.905535,-3.910542,Sentence,1
2.9084032,-1.3036625,Sentence,0
8.4386,-5.2310157,Sentence,2
7.2590218,-4.6518154,Sentence,1
10.250113,-0.1939396,Sentence,1
