x,y,boundary_type,cluster_id
7.2714314,12.00972,Sentence,0
11.015395,11.963632,Sentence,2
7.7230396,10.219788,Sentence,1
9.114618,13.981917,Sentence,0
8.23202,9.286172,Sentence,1
7.508126,14.439569,Sentence,2
8.143594,8.47894,Sentence,1
9.538797,11.860693,Sentence,2
11.319145,12.216987,Sentence,1
9.902652,13.542079,Sentence,2
10.247999,11.92401,Sentence,2
12.626364,11.761166,Sentence,3
7.3601456,12.981171,Sentence,2
8.531096,13.043336,Sentence,2
6.4430804,13.60328,Sentence,2
8.190606,12.625699,Sentence,0
12.070367,10.337215,Sentence,1
9.636338,15.326955,Sentence,3
8.998992,14.447421,Sentence,2
9.208613,11.568675,Sentence,1
12.020764,10.947721,Sentence,1
10.565807,11.018173,Sentence,3
8.784361,10.008951,Sentence,1
10.2069845,11.446383,Sentence,1
7.956779,13.538129,Sentence,2
10.662271,11.319703,Sentence,3
9.691912,14.142559,Sentence,2
8.90682,10.325248,Sentence,0
11.924315,11.633389,Sentence,3
10.009746,7.4902654,Sentence,1
10.692849,9.23664,Sentence,1
8.2151575,13.949463,Sentence,2
9.198714,13.0363655,Sentence,1
11.908005,7.15912,Sentence,1
9.4044285,14.414907,Sentence,2
11.049695,12.242074,Sentence,2
7.8209853,13.307328,Sentence,2
7.2798867,10.861417,Sentence,0
6.749166,13.464672,Sentence,0
8.207366,14.337426,Sentence,2
10.056671,12.061973,Sentence,2
8.356615,11.928544,Sentence,0
8.376393,14.39119,Sentence,2
10.714646,10.078948,Sentence,1
8.350446,9.833668,Sentence,1
12.378015,11.050146,Sentence,3
9.563912,15.211286,Sentence,1
9.488093,13.183014,Sentence,1
7.5358386,12.702472,Sentence,0
7.2123113,11.616647,Sentence,0
10.470494,11.76562,Sentence,1
8.084786,13.6165085,Sentence,2
8.606306,13.908276,Sentence,2
9.712469,14.521526,Sentence,2
9.98618,12.688016,Sentence,2
9.429048,12.912541,Sentence,1
8.187867,11.644584,Sentence,0
9.002392,13.446226,Sentence,2
8.550898,7.971246,Sentence,3
10.315244,10.407111,Sentence,1
7.331517,14.476919,Sentence,2
9.144188,12.500464,Sentence,1
7.5306144,14.0008745,Sentence,2
9.021132,13.616203,Sentence,0
13.555192,-2.927328,Sentence,3
11.059715,10.827725,Sentence,1
9.100401,14.203591,Sentence,2
8.419983,13.946837,Sentence,2
7.2470737,13.666318,Sentence,2
8.341386,14.8610115,Sentence,2
7.4406877,12.390893,Sentence,0
8.397203,12.450588,Sentence,2
12.310206,10.542652,Sentence,1
8.768191,13.776632,Sentence,2
7.96027,12.193961,Sentence,2
7.365362,12.160832,Sentence,0
8.45785,11.558905,Sentence,1
7.4438133,11.663107,Sentence,0
7.433438,11.642626,Sentence,0
9.219489,13.747251,Sentence,2
9.257206,11.151573,Sentence,1
7.672696,13.12822,Sentence,0
11.425064,11.909807,Sentence,2
8.9827585,14.25558,Sentence,2
