group,genre_entropy
0,1.2657800303916906
1,1.6660065413117455
2,1.3344225058009938
3,1.4275937311628493
4,1.5125499995834768
5,1.666876715184466
6,1.4409197091731814
7,1.3637802119815299
8,1.3321375545462026
9,1.2199313387608386
10,0.9631810263587414
11,1.4764248398542599
12,1.6463922926391563
13,1.1623012727398359
14,1.1335933420929134
15,1.06096054230028
