ngram,count
이요→이라→이라,1
이면→이라→하니,1
호되→이라→하니라,1
호대→이라→하니,1
호대→하라→하니,1
이라→이라→하니,1
호대→이라→하나니라,1
이니→이라→니라,1
이면→이라→하리라,1
