saseo,samgyeong,other,composite_score,saseo_purity,separation,marker_diff,p6_def_score
7.0,2.5,1.2,0.4998413123731936,0.4367196367763905,0.14386127364837317,0.5855,0.8630404117127327
4.0,1.0,1.0,0.4998310023779224,0.4367196367763905,0.1480421227422694,0.5855,0.8588183226377517
8.0,3.0,1.5,0.49982218899207986,0.4367196367763905,0.1434223307259142,0.5855,0.8634028611107366
7.0,2.5,1.0,0.49978837815871424,0.4367196367763905,0.14332982913175366,0.5855,0.8633601193714348
8.0,3.0,1.2,0.4997392264606004,0.4367196367763905,0.14267173047483786,0.5855,0.8638216112358955
8.0,3.0,1.0,0.49967269940687775,0.4367196367763905,0.14212480849719852,0.5855,0.8641024249986438
8.0,3.5,2.5,0.49962505656105194,0.4367196367763905,0.14470995198110997,0.5855,0.8613267101314291
7.0,3.0,2.5,0.4995980790406923,0.4367196367763905,0.1456893139595638,0.5855,0.8602394380715369
7.0,3.0,2.0,0.4995549829724497,0.4367196367763905,0.14477287782126558,0.5855,0.8609834899368646
8.0,3.5,2.0,0.4995515490951439,0.4367196367763905,0.1437566561076797,0.5855,0.8619859761412273
7.0,3.0,1.8,0.49952835909948556,0.4367196367763905,0.14436606840297642,0.5855,0.8612838038632973
8.0,3.5,1.8,0.4995126002377912,0.4367196367763905,0.14333506030212134,0.5855,0.862251776517375
6.0,2.5,2.5,0.4995034093984913,0.4367196367763905,0.14674705196316806,0.5855,0.8588030214991285
6.0,2.5,2.0,0.499499608174378,0.4367196367763905,0.1458781940363235,0.5855,0.8596566745295201
6.0,2.5,1.8,0.49948905443352853,0.4367196367763905,0.1454909266358642,0.5855,0.8600017269665814
7.0,3.0,1.5,0.499476321478327,0.4367196367763905,0.1437045240310761,0.5855,0.8617371977505631
6.0,2.5,1.5,0.4994614376269164,0.4367196367763905,0.14485897494028824,0.5855,0.8605232114357089
8.0,3.5,1.5,0.4994419855357357,0.4367196367763905,0.14265163185118823,0.5855,0.8626527461600858
6.0,2.5,1.2,0.4994170369586465,0.4367196367763905,0.14415514397337872,0.5855,0.8610494397295384
7.0,3.0,1.2,0.49940723315728025,0.4367196367763905,0.14297123270422546,0.5855,0.8621941357932268
6.0,2.5,1.0,0.4993762835751884,0.4367196367763905,0.1436386440560607,0.5855,0.8614029261130242
5.0,2.0,1.5,0.4993572383929096,0.4367196367763905,0.14612893687100476,0.5855,0.8588364525689651
8.0,3.5,1.2,0.49935434409247254,0.4367196367763905,0.14189734866188858,0.5855,0.8630564635763329
5.0,2.0,1.8,0.49935193075918805,0.4367196367763905,0.14672111211061015,0.5855,0.8582230467944733
7.0,3.0,1.0,0.4993499722697351,0.4367196367763905,0.14243557424160852,0.5855,0.8625007507056633
5.0,2.0,1.2,0.49934649223832395,0.4367196367763905,0.14546587402225855,0.5855,0.8594565307993687
