kind,name,x,y,count
parent,p0,33.787514,4.3080688,46393.0
parent,p1,18.687714,21.416082,41123.0
parent,p2,6.3145146,25.92202,96390.0
parent,p3,-25.93592,40.752018,102731.0
parent,p4,-37.136612,-16.895481,69954.0
parent,p5,16.16214,-20.186464,53698.0
parent,p6,1.774255,8.209431,28075.0
parent,p7,-10.305778,11.882976,20722.0
parent,p8,-3.1634154,11.48838,60215.0
parent,p9,25.583109,-27.542032,81898.0
parent,p10,-0.12029147,15.403405,64455.0
parent,p11,10.149957,1.4065866,40981.0
parent,p12,-1.3005612,14.6213045,17360.0
parent,p13,-10.410488,2.6545112,131760.0
parent,p14,3.523377,11.735583,57132.0
parent,p15,1.669887,16.011864,25797.0
marker,는@10,0.017678881,15.557313,28755.0
marker,라@10,-0.09608802,15.45177,28094.0
marker,는@13,-16.428757,-4.5287595,26710.0
marker,라@13,-16.464663,-4.558169,25300.0
marker,하여@2,6.6094327,26.60696,24475.0
marker,는@4,-39.48335,-19.282782,23288.0
marker,라@4,-39.401154,-19.339085,19041.0
marker,라@8,-3.814091,10.802765,17110.0
marker,니@13,-16.48271,-4.563437,12649.0
marker,하고@3,-25.85301,40.840065,11459.0
marker,요@13,-16.380411,-4.5220404,11193.0
marker,라@2,6.520484,26.603811,10832.0
marker,는@9,25.449009,-27.412468,10215.0
marker,라@3,-25.827005,40.6435,9037.0
marker,하고@2,6.522582,26.630005,8977.0
marker,는@15,1.7841057,16.075436,8918.0
marker,라@5,17.444954,-22.720951,8644.0
marker,하니@13,-16.431015,-4.5235276,8618.0
marker,하야@14,4.5691853,10.831887,8599.0
marker,는@3,-25.777735,40.889595,8031.0
marker,하고@9,25.768703,-27.393124,7921.0
marker,라@9,25.311121,-27.593227,7623.0
marker,하니@3,-25.735643,40.75314,7451.0
marker,라@15,1.743742,16.09273,7194.0
marker,가@3,-25.776285,40.592186,7134.0
marker,하여@13,-16.451204,-4.5350995,6694.0
marker,에@14,4.633471,10.861661,6583.0
marker,는@8,-3.7818944,10.835484,6404.0
marker,하여@3,-25.797855,40.299156,6291.0
marker,로@8,-3.5499244,11.059393,6214.0
marker,하고@14,4.646077,10.81497,6140.0
marker,에@3,-25.883036,40.513058,6046.0
marker,가@2,6.5128684,26.673822,5975.0
marker,라@14,4.565229,10.904905,5878.0
marker,하야@3,-25.981634,41.028656,5786.0
marker,라@0,33.58411,4.20927,5756.0
marker,요@4,-39.658257,-18.898697,5709.0
marker,라@1,18.675701,21.332836,5697.0
marker,는@2,6.603033,26.507439,5694.0
marker,가@13,-16.398373,-4.5255275,5635.0
marker,니@4,-39.62599,-18.9521,5577.0
marker,하니@2,6.5117693,26.698269,5564.0
marker,는@6,1.9123207,7.84861,5259.0
marker,면@9,25.620007,-27.320824,4800.0
marker,는@1,18.845688,21.362226,4670.0
marker,라@12,-1.641302,14.473992,4614.0
marker,에@13,-16.541359,-4.550248,4572.0
marker,면@13,-16.396986,-4.4681478,4445.0
marker,는@5,17.4102,-22.799105,4444.0
marker,하니@14,4.656203,10.846236,4407.0
marker,요@3,-25.804844,40.964256,4369.0
marker,요@9,25.480988,-27.438547,4331.0
marker,하여@8,-3.6795623,10.9369755,4303.0
marker,가@0,33.598972,4.504004,4266.0
marker,에@2,6.5078077,26.665808,4170.0
marker,에@5,17.552193,-22.754278,4144.0
marker,라@6,1.8955749,7.8514223,4084.0
marker,하니@9,25.43923,-27.348822,4032.0
marker,로@13,-16.467175,-4.5383554,4028.0
marker,니@9,25.344507,-27.52914,4019.0
marker,요@10,-0.025423616,15.525987,3969.0
marker,하고@13,-16.395344,-4.5679026,3927.0
marker,하니@5,17.496399,-22.720827,3876.0
marker,면@1,19.032509,21.308847,3862.0
marker,하야@9,25.958767,-27.459831,3851.0
marker,로@2,6.499058,26.665356,3600.0
marker,하니@11,9.868007,1.4510677,3577.0
marker,는@0,33.859974,4.4121776,3455.0
marker,하니@0,33.83775,4.3204546,3313.0
marker,하고@11,10.503644,1.6254938,3300.0
marker,니@3,-25.769646,40.325268,3280.0
marker,로@3,-25.830591,40.8004,3234.0
marker,가@9,25.518196,-27.375832,3149.0
marker,니@15,1.7585294,16.075377,3101.0
marker,하고@5,17.550528,-22.794043,3093.0
marker,면@3,-25.84396,40.29639,3076.0
marker,하여@9,25.555914,-27.362028,3069.0
marker,라@11,10.044879,1.2978331,3051.0
marker,에@9,25.765749,-27.425304,2984.0
marker,하니@8,-3.8199668,10.796689,2970.0
marker,하야@11,10.550058,1.8931724,2904.0
marker,면@8,-3.79272,10.824539,2883.0
marker,가@11,10.1402445,1.1811409,2860.0
marker,하여@5,17.539837,-22.793793,2832.0
marker,는@14,4.5222554,11.047003,2742.0
marker,가@5,17.477722,-22.797949,2736.0
marker,하다@14,4.601806,10.844145,2641.0
marker,니라@6,1.9858809,7.5940785,2628.0
marker,니@8,-3.6995168,10.918092,2607.0
marker,하며@3,-25.951004,40.750786,2569.0
marker,에@11,9.914679,1.4895264,2551.0
marker,요@15,1.7555786,16.05204,2533.0
marker,가@8,-3.7488613,10.86812,2511.0
marker,면@0,33.547447,4.2912636,2486.0
marker,면@2,6.8522606,26.314976,2441.0
marker,로@9,25.80386,-27.343002,2349.0
marker,니@1,18.918764,21.289108,2311.0
marker,하고@1,18.560421,21.530134,2255.0
marker,하고@0,33.747433,4.5654626,2234.0
marker,나@9,25.790815,-27.348309,2178.0
marker,에@0,33.84149,4.4259324,2165.0
marker,요@2,6.6296663,26.61785,2128.0
marker,는@11,9.953676,1.3245596,2116.0
marker,니@2,7.109385,26.270536,2116.0
marker,하다@5,17.4918,-22.922194,2095.0
marker,하니@1,18.6445,21.272947,2094.0
marker,니라@13,-16.496817,-4.517716,2073.0
marker,나@13,-16.56258,-4.578127,2059.0
marker,니@0,33.60959,4.3133583,2028.0
marker,라@7,-10.269154,11.804605,2008.0
marker,니@10,-0.040113717,15.484514,1966.0
marker,하야@5,17.570831,-22.897211,1957.0
marker,요@1,19.036732,21.297546,1925.0
marker,하니@7,-10.225523,11.836642,1910.0
marker,가@14,4.420208,11.119777,1907.0
marker,하며@9,25.35525,-27.562592,1886.0
marker,하야@0,33.895836,4.3767076,1870.0
marker,하여@4,-39.609234,-19.117092,1839.0
marker,하여@0,33.78761,4.467063,1816.0
marker,에@8,-3.7987192,10.818377,1808.0
marker,하니@4,-39.420383,-19.327818,1779.0
marker,니이다@9,26.139183,-27.643581,1754.0
marker,하고@7,-10.313522,11.865346,1750.0
marker,나@3,-26.080582,40.74163,1746.0
marker,하여@14,4.463547,11.057466,1730.0
marker,하야@7,-10.284837,12.043017,1706.0
marker,니이다@0,33.605007,4.6962514,1696.0
marker,니@5,17.313673,-22.77767,1693.0
marker,하여@1,18.72592,21.556374,1691.0
marker,나@8,-1.3278978,13.1633415,1675.0
marker,는@12,-1.7457898,14.55065,1671.0
marker,니라@8,-3.6181772,10.996496,1668.0
marker,로@14,4.3341303,11.208279,1664.0
marker,하고@8,-3.7905324,10.826419,1656.0
marker,요@8,-3.755212,10.861713,1645.0
marker,를@9,25.623701,-27.342321,1642.0
marker,에@7,-10.08523,12.033822,1635.0
marker,니라@1,19.036781,21.286615,1625.0
marker,하다@11,10.396212,1.9039751,1557.0
marker,요@0,33.848644,4.4382544,1554.0
marker,와@3,-25.900137,40.96668,1548.0
marker,어늘@3,-26.038616,40.911724,1521.0
marker,하며@2,6.764057,26.391487,1506.0
marker,가@7,-10.322693,12.006913,1503.0
marker,하고@4,-39.541992,-19.140104,1474.0
marker,나@0,33.775208,4.4857526,1467.0
marker,아@12,-1.8130428,14.55829,1456.0
marker,니@6,2.0264935,7.78923,1454.0
marker,가@1,18.648935,21.427755,1426.0
marker,가@4,-39.431297,-19.323776,1413.0
marker,니라@9,24.917574,-28.409668,1361.0
marker,라하니@13,0.7451435,14.008978,1353.0
marker,에@4,-39.501343,-19.260433,1344.0
marker,나@2,7.6497335,24.84836,1306.0
marker,가@6,1.9045196,7.815892,1302.0
marker,로@0,33.81584,4.491641,1299.0
marker,나@1,18.95008,21.207016,1286.0
marker,니라@4,-39.414528,-19.251444,1283.0
marker,면@5,17.01663,-22.354626,1276.0
marker,면@11,10.114154,1.6438276,1273.0
marker,에@1,18.584242,21.491816,1271.0
marker,를@3,-25.891693,40.90588,1261.0
marker,에@6,1.9350008,7.743316,1233.0
marker,요@5,17.127691,-22.494015,1215.0
marker,면@4,-39.432484,-19.324095,1209.0
marker,어늘@11,9.941128,1.5172021,1204.0
marker,하여@11,10.491975,0.73488337,1204.0
marker,어늘@2,6.502853,26.495667,1193.0
marker,어늘@14,4.5026336,11.127478,1184.0
marker,러니@14,4.5791664,10.777562,1170.0
marker,하다@7,-10.121277,12.274729,1170.0
marker,면@6,2.1269906,7.634228,1122.0
marker,는@7,-10.476407,11.907645,1115.0
marker,요@14,4.327122,11.18655,1113.0
marker,니라@3,-25.959003,40.13313,1112.0
marker,니@11,10.016766,1.6416022,1109.0
marker,라하니@3,-25.78325,40.417755,1104.0
marker,를@2,6.541786,26.684877,1093.0
marker,로되@3,-25.800686,40.92605,1036.0
marker,로@5,17.447075,-22.730583,1034.0
marker,하며@1,18.897066,21.562963,1010.0
marker,한대@11,10.183292,1.6811392,1009.0
marker,하니@6,2.0307012,7.83985,998.0
marker,하니라@14,4.515716,10.887387,995.0
marker,라하니@11,9.983373,1.2241251,976.0
marker,어늘@9,25.290632,-27.757427,965.0
marker,아@1,18.894802,21.351997,961.0
marker,어늘@5,17.610285,-22.804216,957.0
marker,아@9,24.730724,-28.641966,955.0
marker,로@4,-39.447533,-19.2951,949.0
marker,니라@5,17.107574,-22.446209,931.0
marker,로@1,18.761412,21.24659,931.0
marker,를@13,-16.646992,-5.1826878,921.0
marker,하여@6,1.9138145,7.900137,919.0
marker,어늘@13,-16.559153,-4.608901,904.0
marker,요@6,1.9364922,7.920855,903.0
marker,니@14,4.195324,11.288759,891.0
marker,라도@9,25.603464,-27.31304,884.0
marker,러니@3,-26.018963,40.661724,876.0
marker,아@5,16.445639,-22.0302,876.0
marker,하니라@5,17.175892,-22.81806,863.0
marker,나@4,-40.15804,-17.69301,830.0
marker,가@12,-1.6582278,14.493161,824.0
marker,러니@2,6.7172956,26.764679,824.0
marker,니이다@3,-26.004406,41.155396,822.0
marker,나@5,17.084663,-22.378603,817.0
marker,아@0,33.101944,4.386827,808.0
marker,아@3,-25.873652,40.140278,806.0
marker,리오@9,25.302008,-27.858223,795.0
marker,하니@15,1.8351533,16.11589,779.0
marker,리오@0,33.230694,4.328237,778.0
marker,하여@7,-10.293939,12.332649,775.0
marker,니라@2,6.976208,26.21271,757.0
marker,하다@2,6.827205,26.826578,756.0
marker,하며@13,-16.578922,-4.434144,748.0
marker,로되@9,25.404907,-27.461998,741.0
marker,리오@5,16.159317,-21.795227,718.0
marker,라하고@11,10.530911,0.8942993,713.0
marker,를@1,18.67339,21.258022,696.0
marker,하니@12,-1.5966141,14.546795,695.0
marker,하면@3,-26.049837,40.41127,693.0
marker,하시니@3,-26.065723,40.101067,679.0
marker,아@2,7.6680884,24.957325,676.0
marker,하야@2,6.7711787,26.536432,674.0
marker,로되@13,-16.532108,-4.4901605,669.0
marker,리오@1,19.113003,21.365814,668.0
marker,를@0,33.790417,4.267474,667.0
marker,하니라@8,-3.554167,11.0558605,658.0
marker,요@11,10.450716,0.72207206,657.0
marker,러니@5,17.425295,-22.862625,645.0
marker,어늘@0,33.882336,4.3194537,644.0
marker,오@11,10.129521,1.6900146,638.0
marker,로@11,10.439429,0.7369516,636.0
marker,면@7,-10.479662,11.975912,636.0
marker,한대@14,4.6070333,10.86599,635.0
marker,하면@13,-16.54915,-4.4919395,632.0
marker,하니라@2,6.6510015,26.418419,630.0
marker,하니라@3,-25.738098,40.59274,622.0
marker,와@9,25.69944,-27.391388,619.0
marker,하고@6,2.0015671,7.9341288,616.0
marker,로@6,1.8085347,8.011627,612.0
marker,나@14,4.5155573,10.946586,606.0
marker,를@8,-3.5636468,11.049959,599.0
marker,와@13,-16.478018,-4.4382987,594.0
marker,하여@15,1.927725,16.211668,593.0
marker,니라@0,33.240723,4.3420544,585.0
marker,니이다@2,7.3210773,26.159193,585.0
marker,어늘@7,-10.232967,11.9218,584.0
marker,라하니@2,7.295216,26.046488,578.0
marker,를@5,16.816986,-22.232119,576.0
marker,하며@14,4.2677264,11.230013,576.0
marker,로@7,-10.394519,11.914326,558.0
marker,라가@14,3.7819655,11.601202,557.0
marker,니라@12,-1.7338674,14.558499,554.0
marker,하면@9,25.989048,-27.515345,551.0
marker,며@3,-25.913872,41.026474,550.0
marker,라하고@3,-26.003935,40.403652,549.0
marker,라하니@9,25.532799,-27.383198,547.0
marker,아@11,9.883191,1.3181763,547.0
marker,하시니@2,7.1569347,26.250946,546.0
marker,러니@11,10.072686,1.0713208,545.0
marker,에@15,1.8569384,16.132689,534.0
marker,한대@5,17.533928,-22.854109,534.0
marker,니@7,-10.59813,11.98978,531.0
marker,하면@2,7.589425,25.16607,526.0
marker,하사@3,-26.588394,40.41852,521.0
marker,를@4,-39.44065,-19.296349,520.0
marker,리오@3,-26.58541,40.299274,514.0
marker,라도@1,19.04328,21.311977,513.0
marker,면@14,4.3023996,11.204095,513.0
marker,리오@12,-1.7099996,14.612446,501.0
marker,하다@3,-26.275717,40.91069,496.0
marker,하며@5,17.538874,-22.790457,487.0
marker,시니라@8,-1.3276577,13.165181,485.0
marker,하시고@3,-26.093632,40.184532,484.0
marker,라하니@5,16.287209,-21.888765,482.0
marker,며@13,-16.608967,-5.0585976,479.0
marker,한대@2,7.1770706,26.234701,479.0
marker,하여@12,-1.4810004,14.576013,475.0
marker,하나니@13,-16.594978,-4.6220593,471.0
marker,여@12,-1.5541091,14.530707,470.0
marker,오@3,-25.918512,40.9899,468.0
marker,하나니@9,25.005411,-28.264914,465.0
marker,에@12,-1.6308962,14.45575,462.0
marker,오@9,25.062456,-28.294865,462.0
marker,라하니@14,3.990686,11.395025,460.0
marker,라도@3,-26.463245,40.52848,458.0
marker,하시니@13,0.75593716,13.992301,458.0
marker,와@2,6.6636887,26.412916,454.0
marker,아@13,-16.629133,-5.1762533,449.0
marker,라하여@2,6.90406,26.297264,447.0
marker,니@12,-1.7402246,14.5549965,445.0
marker,나@6,1.9367355,7.869623,442.0
marker,와@14,3.5098388,11.860326,439.0
marker,며@9,25.257856,-27.879684,428.0
marker,어든@2,7.0984006,26.193556,428.0
marker,한대@3,-26.559143,40.50162,424.0
marker,한대@7,-10.109195,12.129244,424.0
marker,니이다@11,9.9665165,1.5801157,421.0
marker,어든@9,24.90512,-28.483145,409.0
marker,를@14,3.5082016,11.866019,407.0
marker,라하니@8,-1.2707213,13.234819,406.0
marker,하니라@13,-16.689276,-5.2899246,405.0
marker,오@12,-1.8408502,14.62113,401.0
marker,리오@13,-16.570395,-5.0434914,394.0
marker,엔@3,-25.887856,41.10736,394.0
marker,하야@1,18.617458,21.807907,393.0
marker,리라@8,-0.9589309,13.607314,391.0
marker,하며@11,10.556787,0.7348478,389.0
marker,러라@14,3.6374164,11.721872,385.0
marker,오@5,17.517355,-22.802523,384.0
marker,가@15,1.8889157,16.169617,383.0
marker,로되@0,33.67651,4.157553,382.0
marker,를@11,10.338778,0.8872249,382.0
marker,리오@11,10.502449,1.6880609,381.0
marker,하고@15,1.8184742,16.130241,378.0
marker,로되@2,7.583432,24.9615,375.0
marker,리라@13,0.5048194,14.222902,375.0
marker,하고@12,-1.6138628,14.551097,374.0
marker,나@7,-10.510393,11.879043,373.0
marker,로되@1,18.847557,21.383753,373.0
marker,하다@12,-1.6240402,14.54706,368.0
marker,니라@11,10.460777,0.8417171,367.0
marker,어늘@8,-1.560806,12.9077,367.0
marker,로다@12,-1.535654,14.566512,362.0
marker,로다@5,17.219818,-22.452803,362.0
marker,엔@9,25.619526,-27.46106,359.0
marker,아@6,1.9488451,7.6058035,354.0
marker,나@11,10.093392,1.6330347,352.0
marker,리오@2,7.6707273,24.67696,352.0
marker,로되@14,4.384276,11.131519,348.0
marker,니라@14,4.474014,10.99966,346.0
marker,어늘@1,18.853594,21.498388,346.0
marker,엔@13,-16.633558,-4.642704,346.0
marker,면@12,-1.7586277,14.571626,345.0
marker,오@0,33.76528,4.327622,344.0
marker,하사@2,7.343776,25.962109,344.0
marker,요@7,-10.347737,12.253622,340.0
marker,요@12,-1.4923846,14.545171,336.0
marker,호되@2,6.51257,26.493376,336.0
marker,라하다@11,10.566823,1.5487233,333.0
marker,리오@8,-1.8116105,12.655802,333.0
marker,하며@6,1.8413925,7.3267345,333.0
marker,하며@0,32.917294,4.773118,329.0
marker,할새@14,4.446056,11.062783,329.0
marker,하시니@8,-1.5734842,12.897574,327.0
marker,라하니라@8,-3.7291636,10.886105,325.0
marker,리라@1,19.0892,21.320436,325.0
marker,하나니@2,7.670835,24.642103,319.0
marker,라하니라@13,-16.593706,-5.134208,317.0
marker,러니@7,-10.230407,11.85714,317.0
marker,라하니@0,33.866398,4.3663692,316.0
marker,하시니@9,25.916561,-27.474976,315.0
marker,아@8,-1.3294138,13.164631,314.0
marker,어든@3,-26.2711,40.905132,314.0
marker,와@5,17.264297,-22.877546,312.0
marker,하면@1,19.015163,21.8153,311.0
marker,하시니@5,16.429016,-21.998615,311.0
marker,어든@1,18.85667,21.853947,310.0
marker,어니와@9,25.583359,-27.281464,308.0
marker,라도@13,0.5632258,14.177364,307.0
marker,하라@11,10.1409645,1.716012,306.0
marker,라하니라@11,10.390652,0.802374,304.0
marker,리오@6,1.9414506,7.4829783,304.0
marker,라도@0,33.461708,4.383725,302.0
marker,하면@0,33.454815,4.226764,295.0
marker,를@6,2.0334196,7.527087,294.0
marker,니라@7,-10.4083805,12.021581,291.0
marker,도@9,25.209616,-27.920906,291.0
marker,라하고@14,3.6838677,11.677094,286.0
marker,러니@0,33.10923,4.9524193,285.0
marker,컨대@3,-25.821611,40.21154,285.0
marker,호되@3,-26.209433,40.943768,284.0
marker,하나니@1,18.73301,21.379992,282.0
marker,하니라@11,10.668697,0.68894905,281.0
marker,하시니라@8,-0.7712691,13.850464,281.0
marker,하니라@4,-40.259037,-17.519075,278.0
marker,니이다@14,3.6810846,11.682523,277.0
marker,오@1,18.587605,21.678198,276.0
marker,나@12,-1.3164103,14.7967825,274.0
marker,라하니@1,18.810017,21.824106,271.0
marker,라도@2,7.611603,24.242796,269.0
marker,하여@10,-0.025064139,15.513948,269.0
marker,라가@2,6.722183,26.433313,268.0
marker,한대@6,1.8057873,7.3914323,267.0
marker,리라@9,24.979494,-28.411964,265.0
marker,하니@10,0.017170323,15.54484,264.0
marker,도@3,-25.85004,41.02484,263.0
marker,하라@12,-1.8117138,14.576433,259.0
marker,로@12,-1.4336871,14.630612,258.0
marker,로되@5,17.165901,-22.505299,258.0
marker,엔@2,7.3467946,26.062939,255.0
marker,하다@6,1.7680306,7.532431,255.0
marker,잇가@0,33.493305,4.732651,254.0
marker,라하니@4,-40.176517,-17.662256,251.0
