hanja,hyeonto,cooccur_count,hanja_count,hyeonto_count,pmi
又,로되,7,4202,1954,-1.679
十,어든,4,5743,817,-1.679
下,호대,7,10574,778,-1.682
未,는,75,4332,20443,-1.689
四,하노라,2,3183,743,-1.691
乎,를,10,3952,2996,-1.693
州,니이다,16,3948,4802,-1.694
自,호대,5,7614,778,-1.694
一,하다,80,7673,12378,-1.697
也,는,459,26664,20443,-1.697
無,하다,101,9706,12378,-1.7
則,호되,8,9567,995,-1.7
月,하며,12,4062,3517,-1.701
文,어든,3,4388,817,-1.706
晉,하여는,2,3243,738,-1.708
王,하며,24,8165,3517,-1.708
者,하라,14,21101,794,-1.708
侯,라도,5,4218,1421,-1.711
年,하니이다,4,6075,791,-1.714
矣,하라,4,6060,794,-1.716
州,면,27,3948,8230,-1.716
自,에,132,7614,20869,-1.717
乎,는,67,3952,20443,-1.719
年,하라,4,6075,794,-1.719
無,호되,8,9706,995,-1.721
不,하라,24,36502,794,-1.721
有,이,180,16242,13390,-1.722
年,호되,5,6075,995,-1.723
乎,라하고,4,3952,1225,-1.725
及,할새,3,4008,908,-1.728
王,하노라,5,8165,743,-1.728
謂,이,58,5258,13390,-1.729
中,잇가,3,5639,647,-1.732
一,하라,5,7673,794,-1.734
曰,는,240,14316,20443,-1.735
晉,며,2,3243,752,-1.735
是,이,80,7292,13390,-1.737
謂,라가,6,5258,1394,-1.738
三,할새,4,5380,908,-1.738
太,하며,11,3822,3517,-1.738
三,아,13,5380,2954,-1.739
謂,로,32,5258,7466,-1.744
者,한대,43,21101,2501,-1.745
中,리라,4,5639,872,-1.747
師,엔,2,3481,708,-1.751
能,하다,57,5699,12378,-1.757
晉,요,21,3243,8043,-1.762
乃,이,37,3432,13390,-1.762
何,하며,11,3907,3517,-1.77
欲,라하여,2,3821,654,-1.771
然,하라,4,6302,794,-1.772
十,리라,4,5743,872,-1.773
不,호되,29,36502,995,-1.774
故,할새,5,6906,908,-1.776
月,요,26,4062,8043,-1.779
又,도,2,4202,599,-1.781
無,호대,6,9706,778,-1.781
天,오,16,9000,2241,-1.783
十,하며,16,5743,3517,-1.785
者,호대,13,21101,778,-1.786
曰,하라,9,14316,794,-1.786
非,는,70,4326,20443,-1.786
州,오,7,3948,2241,-1.787
如,에,96,5821,20869,-1.789
二,아,12,5144,2954,-1.79
得,이,73,6911,13390,-1.791
若,하노라,2,3413,743,-1.792
明,호대,2,3261,778,-1.792
行,호대,3,4901,778,-1.795
又,할새,3,4202,908,-1.796
故,하여는,4,6906,738,-1.799
則,로,56,9567,7466,-1.8
何,러니,10,3907,3273,-1.804
道,러라,4,4092,1251,-1.805
五,하라,2,3226,794,-1.806
非,하니,72,4326,21328,-1.807
晉,하니이다,2,3243,791,-1.808
從,호대,2,3309,778,-1.813
王,하니이다,5,8165,791,-1.818
使,엔,4,7315,708,-1.822
曰,호되,11,14316,995,-1.822
何,호되,3,3907,995,-1.823
月,하고,90,4062,28730,-1.824
未,도,2,4332,599,-1.825
世,호되,3,3916,995,-1.826
必,호되,3,3926,995,-1.83
謂,하니,86,5258,21328,-1.832
事,이,78,7598,13390,-1.833
爲,로,131,22901,7466,-1.833
至,하라,4,6585,794,-1.836
月,하여,119,4062,38494,-1.843
可,호되,7,9245,995,-1.843
知,로,35,6165,7466,-1.844
見,도,2,4395,599,-1.846
文,니이다,16,4388,4802,-1.846
士,라하여,2,4026,654,-1.846
五,라하고,3,3226,1225,-1.847
已,와,7,3851,2395,-1.847
所,한대,24,12656,2501,-1.849
于,어든,3,4860,817,-1.854
是,할새,5,7292,908,-1.854
言,엔,4,7503,708,-1.858
其,호대,18,30717,778,-1.858
明,어든,2,3261,817,-1.863
乎,어늘,15,3952,5066,-1.866
月,면,25,4062,8230,-1.868
相,리라,3,4601,872,-1.869
侯,로다,3,4218,952,-1.87
乎,하니라,8,3952,2711,-1.871
又,이,42,4202,13390,-1.871
謂,하여,151,5258,38494,-1.872
見,하시니,2,4395,611,-1.874
故,호대,4,6906,778,-1.875
必,와,7,3926,2395,-1.875
先,리라,2,3097,872,-1.882
月,를,9,4062,2996,-1.885
若,하라,2,3413,794,-1.887
知,에,95,6165,20869,-1.887
得,에,106,6911,20869,-1.893
明,러라,3,3261,1251,-1.893
亦,가,11,4602,3256,-1.895
在,하다,39,4310,12378,-1.901
若,에,52,3413,20869,-1.903
故,호되,5,6906,995,-1.908
月,라하니라,2,4062,678,-1.911
亦,와,8,4602,2395,-1.911
乎,라가,4,3952,1394,-1.911
年,하면,5,6075,1137,-1.915
日,아,8,3756,2954,-1.921
二,하며,13,5144,3517,-1.926
月,니이다,14,4062,4802,-1.928
乃,가,8,3432,3256,-1.931
官,오,5,3125,2241,-1.935
已,하다,34,3851,12378,-1.937
中,오,9,5639,2241,-1.939
五,리라,2,3226,872,-1.941
十,라하고,5,5743,1225,-1.942
見,오,7,4395,2241,-1.942
有,로,86,16242,7466,-1.945
能,하노라,3,5699,743,-1.946
非,러니,10,4326,3273,-1.951
月,라가,4,4062,1394,-1.951
至,이,62,6585,13390,-1.957
中,리오,8,5639,2019,-1.958
是,하며,18,7292,3517,-1.96
謂,하고,106,5258,28730,-1.96
晉,하며,8,3243,3517,-1.961
言,하다,65,7503,12378,-1.964
十,오,9,5743,2241,-1.965
公,며,6,11407,752,-1.965
未,호되,3,4332,995,-1.972
必,에,57,3926,20869,-1.973
得,한대,12,6911,2501,-1.976
年,는,86,6075,20443,-1.979
何,하여,104,3907,38494,-1.981
後,하면,4,5088,1137,-1.982
用,호되,3,4385,995,-1.99
于,를,10,4860,2996,-1.991
生,할새,2,3215,908,-1.995
曰,어든,8,14316,817,-1.997
中,호대,3,5639,778,-1.998
非,하니라,8,4326,2711,-2.001
官,니라,9,3125,4236,-2.006
而,할새,22,35709,908,-2.009
者,할새,13,21101,908,-2.009
四,라가,3,3183,1394,-2.014
年,이,55,6075,13390,-2.014
公,호대,6,11407,778,-2.014
公,니이다,37,11407,4802,-2.015
則,라가,9,9567,1394,-2.017
非,이,39,4326,13390,-2.02
士,하여는,2,4026,738,-2.02
是,하시니,3,7292,611,-2.02
太,호대,2,3822,778,-2.021
相,잇가,2,4601,647,-2.023
及,하노라,2,4008,743,-2.024
也,가,58,26664,3256,-2.031
州,하면,3,3948,1137,-2.031
今,하며,12,5115,3517,-2.033
此,하며,19,8103,3517,-2.034
何,니라,11,3907,4236,-2.039
年,하노라,3,6075,743,-2.039
焉,이,27,3049,13390,-2.046
軍,로다,2,3184,952,-2.049
又,나,14,4202,5073,-2.056
謂,리라,3,5258,872,-2.061
可,로,45,9245,7466,-2.066
知,호되,4,6165,995,-2.066
五,로다,2,3226,952,-2.068
書,오,7,4799,2241,-2.069
曰,며,7,14316,752,-2.07
又,하여는,2,4202,738,-2.082
公,어든,6,11407,817,-2.084
兵,하노라,2,4184,743,-2.086
曰,니라,39,14316,4236,-2.086
于,니이다,15,4860,4802,-2.087
侯,하여는,2,4218,738,-2.087
二,할새,3,5144,908,-2.088
然,하노라,3,6302,743,-2.091
將,하며,12,5323,3517,-2.091
兵,오,6,4184,2241,-2.093
乎,하니이다,2,3952,791,-2.094
死,이,27,3155,13390,-2.095
月,니라,11,4062,4236,-2.095
年,하다,48,6075,12378,-2.097
行,오,7,4901,2241,-2.099
得,할새,4,6911,908,-2.099
二,하시니,2,5144,611,-2.101
月,하다,32,4062,12378,-2.101
于,잇가,2,4860,647,-2.102
官,리오,4,3125,2019,-2.107
出,로,20,4231,7466,-2.109
侯,며,2,4218,752,-2.115
臣,하니라,11,6439,2711,-2.115
州,리오,5,3948,2019,-2.122
矣,하니이다,3,6060,791,-2.125
以,이,290,34619,13390,-2.126
四,리오,4,3183,2019,-2.133
可,하다,71,9245,12378,-2.138
州,라하고,3,3948,1225,-2.138
此,라가,7,8103,1394,-2.14
臣,며,3,6439,752,-2.14
書,리오,6,4799,2019,-2.141
乎,러니,8,3952,3273,-2.142
此,도,3,8103,599,-2.143
軍,라하니,4,3184,2035,-2.145
乃,에,44,3432,20869,-2.152
何,러라,3,3907,1251,-2.153
故,엔,3,6906,708,-2.154
民,할새,2,3618,908,-2.165
何,어늘,12,3907,5066,-2.171
至,며,3,6585,752,-2.172
欲,이,31,3821,13390,-2.172
可,한대,14,9245,2501,-2.173
此,러니,16,8103,3273,-2.178
二,잇가,2,5144,647,-2.184
太,리라,2,3822,872,-2.186
又,하라,2,4202,794,-2.187
禮,호되,2,3359,995,-2.19
在,호대,2,4310,778,-2.195
非,호대,2,4326,778,-2.2
侯,니이다,12,4218,4802,-2.204
則,엔,4,9567,708,-2.209
在,로,19,4310,7466,-2.209
月,러라,3,4062,1251,-2.21
在,이,34,4310,13390,-2.213
書,엔,2,4799,708,-2.214
言,할새,4,7503,908,-2.217
文,호대,2,4388,778,-2.221
在,하라,2,4310,794,-2.224
也,면,128,26664,8230,-2.227
可,하노라,4,9245,743,-2.229
州,리라,2,3948,872,-2.233
矣,라도,5,6060,1421,-2.233
不,엔,15,36502,708,-2.234
亦,를,8,4602,2996,-2.235
乃,하며,7,3432,3517,-2.235
中,라하고,4,5639,1225,-2.237
皆,할새,3,5714,908,-2.239
文,하니이다,2,4388,791,-2.245
則,러니,18,9567,3273,-2.248
太,면,18,3822,8230,-2.255
十,하시니,2,5743,611,-2.26
時,한대,6,4223,2501,-2.265
月,는,47,4062,20443,-2.27
月,리라,2,4062,872,-2.274
則,하노라,4,9567,743,-2.279
則,면,44,9567,8230,-2.289
非,로,18,4326,7466,-2.293
亦,면,21,4602,8230,-2.3
曰,와,19,14316,2395,-2.301
未,한대,6,4332,2501,-2.302
事,로다,4,7598,952,-2.304
也,하시니,9,26664,611,-2.305
臣,하다,44,6439,12378,-2.306
則,하면,6,9567,1137,-2.308
矣,도,2,6060,599,-2.309
不,이,269,36502,13390,-2.311
年,도,2,6075,599,-2.313
必,라가,3,3926,1394,-2.317
皆,오,7,5714,2241,-2.32
曰,아,23,14316,2954,-2.328
年,할새,3,6075,908,-2.328
也,하며,51,26664,3517,-2.328
何,하고,61,3907,28730,-2.329
吾,한대,5,3686,2501,-2.332
晉,하면,2,3243,1137,-2.332
可,도,3,9245,599,-2.334
上,리오,6,5497,2019,-2.337
矣,하시니,2,6060,611,-2.338
明,하면,2,3261,1137,-2.34
先,도,1,3097,599,-2.341
以,에,389,34619,20869,-2.342
何,로다,2,3907,952,-2.344
于,이,35,4860,13390,-2.344
曰,나,39,14316,5073,-2.346
何,라,63,3907,30042,-2.347
月,어늘,11,4062,5066,-2.353
臣,리라,3,6439,872,-2.353
於,이,127,17777,13390,-2.356
何,니이다,10,3907,4802,-2.357
死,와,4,3155,2395,-2.367
于,호대,2,4860,778,-2.368
月,러니,7,4062,3273,-2.375
官,하시니,1,3125,611,-2.382
月,라도,3,4062,1421,-2.393
焉,에,33,3049,20869,-2.396
乃,나,9,3432,5073,-2.401
謂,하여는,2,5258,738,-2.405
軍,하시니,1,3184,611,-2.409
曰,로다,7,14316,952,-2.41
于,요,20,4860,8043,-2.416
必,한대,5,3926,2501,-2.423
何,요,16,3907,8043,-2.423
未,할새,2,4332,908,-2.425
乎,호되,2,3952,995,-2.425
焉,잇가,1,3049,647,-2.429
從,도,1,3309,599,-2.436
今,호대,2,5115,778,-2.442
於,로,66,17777,7466,-2.457
此,호되,4,8103,995,-2.46
月,호되,2,4062,995,-2.464
月,한대,5,4062,2501,-2.472
于,아,7,4860,2954,-2.485
謂,하며,9,5258,3517,-2.488
乃,를,5,3432,2996,-2.489
四,잇가,1,3183,647,-2.491
曰,리오,14,14316,2019,-2.495
月,라하니,4,4062,2035,-2.496
年,와,7,6075,2395,-2.505
四,라하여,1,3183,654,-2.507
五,잇가,1,3226,647,-2.511
已,가,6,3851,3256,-2.513
書,리라,2,4799,872,-2.514
可,할새,4,9245,908,-2.519
欲,에,38,3821,20869,-2.519
何,하다,23,3907,12378,-2.521
能,하여는,2,5699,738,-2.522
將,하니이다,2,5323,791,-2.523
師,니라,7,3481,4236,-2.524
十,하여는,2,5743,738,-2.533
于,리라,2,4860,872,-2.533
能,이,36,5699,13390,-2.533
皆,하노라,2,5714,743,-2.535
曰,하노라,5,14316,743,-2.538
矣,엔,2,6060,708,-2.55
五,리오,3,3226,2019,-2.568
曰,이,88,14316,13390,-2.572
上,하라,2,5497,794,-2.575
謂,러라,3,5258,1251,-2.582
年,가,9,6075,3256,-2.585
何,나,9,3907,5073,-2.588
十,호대,2,5743,778,-2.609
矣,하노라,2,6060,743,-2.62
吾,하시니,1,3686,611,-2.62
曰,라도,9,14316,1421,-2.626
軍,라도,2,3184,1421,-2.627
夫,하니이다,2,5744,791,-2.633
十,하니이다,2,5743,791,-2.633
焉,를,4,3049,2996,-2.641
謂,에,48,5258,20869,-2.642
先,하여는,1,3097,738,-2.642
所,할새,5,12656,908,-2.65
月,하면,2,4062,1137,-2.657
今,할새,2,5115,908,-2.665
皆,가,8,5714,3256,-2.667
乃,는,30,3432,20443,-2.675
從,엔,1,3309,708,-2.677
三,리라,2,5380,872,-2.679
若,하다,18,3413,12378,-2.68
也,를,34,26664,2996,-2.682
必,도,1,3926,599,-2.683
無,이,55,9706,13390,-2.69
年,호대,2,6075,778,-2.69
乎,도,1,3952,599,-2.692
王,리라,3,8165,872,-2.696
能,한대,6,5699,2501,-2.697
時,하다,22,4223,12378,-2.698
何,라하고,2,3907,1225,-2.708
知,호대,2,6165,778,-2.711
已,한대,4,3851,2501,-2.717
所,하다,65,12656,12378,-2.718
晉,하노라,1,3243,743,-2.718
先,호대,1,3097,778,-2.718
無,한대,10,9706,2501,-2.729
官,호대,1,3125,778,-2.731
二,라도,3,5144,1421,-2.734
何,한대,4,3907,2501,-2.738
知,하라,2,6165,794,-2.74
然,호대,2,6302,778,-2.743
有,할새,6,16242,908,-2.747
也,하니,231,26664,21328,-2.749
上,오,5,5497,2241,-2.75
四,호대,1,3183,778,-2.757
官,하라,1,3125,794,-2.76
月,하시니,1,4062,611,-2.761
皆,는,47,5714,20443,-2.763
月,라하고,2,4062,1225,-2.764
禮,하노라,1,3359,743,-2.769
生,호대,1,3215,778,-2.772
晉,호대,1,3243,778,-2.784
四,하라,1,3183,794,-2.787
乃,하여는,1,3432,738,-2.79
此,한대,8,8103,2501,-2.79
何,에,32,3907,20869,-2.799
州,잇가,1,3948,647,-2.802
何,라하여,1,3907,654,-2.803
者,하다,102,21101,12378,-2.806
月,나,8,4062,5073,-2.814
晉,하라,1,3243,794,-2.814
乃,며,1,3432,752,-2.817
州,라하여,1,3948,654,-2.818
能,할새,2,5699,908,-2.821
明,하라,1,3261,794,-2.822
十,할새,2,5743,908,-2.832
上,로다,2,5497,952,-2.837
月,잇가,1,4062,647,-2.843
然,한대,6,6302,2501,-2.843
無,에,77,9706,20869,-2.845
何,라하니라,1,3907,678,-2.855
若,호대,1,3413,778,-2.858
月,라하여,1,4062,654,-2.859
者,이,106,21101,13390,-2.864
乃,호대,1,3432,778,-2.866
年,하며,8,6075,3517,-2.866
州,라하니라,1,3948,678,-2.87
州,라하니,3,3948,2035,-2.87
師,호대,1,3481,778,-2.887
如,로,16,5821,7466,-2.891
何,라가,2,3907,1394,-2.894
于,오,4,4860,2241,-2.894
年,오,5,6075,2241,-2.894
官,리라,1,3125,872,-2.895
已,엔,1,3851,708,-2.896
故,하라,2,6906,794,-2.904
何,이,19,3907,13390,-2.91
諸,며,1,3669,752,-2.913
何,엔,1,3907,708,-2.917
焉,할새,1,3049,908,-2.918
此,와,7,8103,2395,-2.92
必,엔,1,3926,708,-2.924
州,니라,6,3948,4236,-2.928
必,라도,2,3926,1421,-2.929
于,로,13,4860,7466,-2.93
乎,엔,1,3952,708,-2.934
欲,하여는,1,3821,738,-2.945
曰,하니이다,4,14316,791,-2.951
太,하노라,1,3822,743,-2.955
若,한대,3,3413,2501,-2.958
謂,하니라,5,5258,2711,-2.961
曰,도,3,14316,599,-2.964
已,하노라,1,3851,743,-2.966
死,할새,1,3155,908,-2.968
書,니이다,8,4799,4802,-2.976
也,로,69,26664,7466,-2.978
四,할새,1,3183,908,-2.98
年,로다,2,6075,952,-2.981
如,호되,2,5821,995,-2.983
必,하여는,1,3926,738,-2.984
未,리오,3,4332,2019,-2.993
州,아,4,3948,2954,-2.993
亦,이,21,4602,13390,-3.002
官,로다,1,3125,952,-3.022
又,엔,1,4202,708,-3.022
曰,하니라,13,14316,2711,-3.027
曰,에,100,14316,20869,-3.028
也,하고,256,26664,28730,-3.031
何,니,10,3907,7760,-3.049
何,호대,1,3907,778,-3.053
也,와,21,26664,2395,-3.054
未,이,19,4332,13390,-3.059
必,호대,1,3926,778,-3.06
月,며,1,4062,752,-3.06
年,리오,4,6075,2019,-3.066
何,하니,27,3907,21328,-3.075
何,하니이다,1,3907,791,-3.077
必,이,17,3926,13390,-3.078
若,할새,1,3413,908,-3.081
何,하라,1,3907,794,-3.082
書,잇가,1,4799,647,-3.084
及,호대,1,4008,778,-3.09
軍,아,3,3184,2954,-3.098
乃,면,9,3432,8230,-3.099
此,호대,2,8103,778,-3.105
道,호대,1,4092,778,-3.12
士,하라,1,4026,794,-3.126
晉,호되,1,3243,995,-3.139
不,에,234,36502,20869,-3.152
亦,엔,1,4602,708,-3.153
可,엔,2,9245,708,-3.16
所,호대,3,12656,778,-3.164
矣,하니라,5,6060,2711,-3.165
謂,한대,4,5258,2501,-3.166
乎,이,16,3952,13390,-3.175
月,어든,1,4062,817,-3.18
曰,하며,15,14316,3517,-3.196
也,하면,9,26664,1137,-3.201
軍,니라,4,3184,4236,-3.203
子,하니이다,4,17119,791,-3.208
月,이,16,4062,13390,-3.214
皆,를,5,5714,2996,-3.225
非,하라,1,4326,794,-3.229
十,도,1,5743,599,-3.232
也,라도,11,26664,1421,-3.234
非,에,26,4326,20869,-3.245
可,에,55,9245,20869,-3.26
吾,하다,13,3686,12378,-3.261
年,아,5,6075,2954,-3.293
可,호대,2,9245,778,-3.296
是,호되,2,7292,995,-3.308
何,는,22,3907,20443,-3.309
此,할새,2,8103,908,-3.328
曰,면,32,14316,8230,-3.33
乎,로,8,3952,7466,-3.332
月,할새,1,4062,908,-3.332
謂,엔,1,5258,708,-3.345
皆,에,32,5714,20869,-3.347
十,라하여,1,5743,654,-3.358
州,로다,1,3948,952,-3.359
曰,니이다,18,14316,4802,-3.382
何,로되,2,3907,1954,-3.382
已,호되,1,3851,995,-3.387
能,에,31,5699,20869,-3.389
皆,리오,3,5714,2019,-3.392
晉,니이다,4,3243,4802,-3.41
何,를,3,3907,2996,-3.413
後,호대,1,5088,778,-3.434
何,라하니,2,3907,2035,-3.44
也,하여,258,26664,38494,-3.441
兵,로다,1,4184,952,-3.443
皆,이,19,5714,13390,-3.459
曰,어늘,18,14316,5066,-3.46
月,리오,2,4062,2019,-3.485
如,엔,1,5821,708,-3.492
亦,할새,1,4602,908,-3.512
今,러니,4,5115,3273,-3.515
十,아,4,5743,2954,-3.534
可,이,29,9245,13390,-3.543
太,오,2,3822,2241,-3.548
曰,를,10,14316,2996,-3.55
月,가,3,4062,3256,-3.59
乎,하다,11,3952,12378,-3.602
矣,하여는,1,6060,738,-3.61
月,오,2,4062,2241,-3.636
焉,로,5,3049,7466,-3.636
十,하라,1,5743,794,-3.638
曰,하고,90,14316,28730,-3.641
吾,러라,1,3686,1251,-3.654
曰,잇가,2,14316,647,-3.661
未,가,3,4332,3256,-3.682
四,아,2,3183,2954,-3.682
亦,는,20,4602,20443,-3.683
不,호대,6,36502,778,-3.692
矣,하니,27,6060,21328,-3.708
上,리라,1,5497,872,-3.71
乃,라도,1,3432,1421,-3.735
至,하노라,1,6585,743,-3.74
非,하면,1,4326,1137,-3.747
矣,에,25,6060,20869,-3.788
曰,엔,2,14316,708,-3.791
曰,하니,60,14316,21328,-3.797
至,호대,1,6585,778,-3.806
亦,하면,1,4602,1137,-3.837
也,라가,7,26664,1394,-3.858
亦,에,18,4602,20869,-3.865
得,호대,1,6911,778,-3.876
非,한대,2,4326,2501,-3.885
曰,하면,3,14316,1137,-3.889
十,로다,1,5743,952,-3.9
乎,에,15,3952,20869,-3.908
也,하다,60,26664,12378,-3.909
君,하니이다,1,6963,791,-3.911
不,할새,6,36502,908,-3.915
曰,로되,5,14316,1954,-3.933
是,호대,1,7292,778,-3.953
十,리오,2,5743,2019,-3.985
曰,러라,3,14316,1251,-4.027
至,할새,1,6585,908,-4.029
謂,하면,1,5258,1137,-4.029
月,아,2,4062,2954,-4.034
兵,아,2,4184,2954,-4.077
則,하다,19,9567,12378,-4.089
曰,리라,2,14316,872,-4.091
今,한대,2,5115,2501,-4.126
已,이,8,3851,13390,-4.138
亦,라도,1,4602,1421,-4.158
曰,라가,3,14316,1394,-4.183
矣,하여,35,6060,38494,-4.186
一,할새,1,7673,908,-4.25
則,하여는,1,9567,738,-4.269
矣,하며,3,6060,3517,-4.278
焉,와,1,3049,2395,-4.318
矣,한대,2,6060,2501,-4.371
曰,하다,23,14316,12378,-4.395
曰,하시니,1,14316,611,-4.578
無,할새,1,9706,908,-4.589
曰,로,12,14316,7466,-4.604
矣,이,9,6060,13390,-4.622
矣,를,2,6060,2996,-4.632
是,한대,2,7292,2501,-4.638
曰,러니,5,14316,3273,-4.677
曰,하여,56,14316,38494,-4.748
乎,한대,1,3952,2501,-4.754
何,하니라,1,3907,2711,-4.854
此,하다,9,8103,12378,-4.927
矣,하고,15,6060,28730,-4.986
則,한대,2,9567,2501,-5.03
必,하다,4,3926,12378,-5.052
今,하다,5,5115,12378,-5.112
也,호되,2,26664,995,-5.179
也,한대,5,26664,2501,-5.187
也,이,26,26664,13390,-5.229
矣,는,9,6060,20443,-5.232
矣,와,1,6060,2395,-5.309
何,면,2,3907,8230,-5.456
曰,한대,2,14316,2501,-5.611
矣,가,1,6060,3256,-5.752
矣,로,2,6060,7466,-5.949
謂,하다,1,5258,12378,-7.473
矣,하다,1,6060,12378,-7.678
