book_name,sentence_id,pa_cluster,sa_dominant_cluster,sa_cluster_diversity,sa_phrase_count
당송팔대가문초구양수4,1715,11,0,1,3
당송팔대가문초구양수4,1771,11,0,1,2
당송팔대가문초구양수4,1899,11,0,1,1
당송팔대가문초구양수4,1967,11,0,2,3
당송팔대가문초구양수4,1972,11,0,1,1
당송팔대가문초구양수4,1982,11,0,1,3
당송팔대가문초구양수4,2000,11,0,1,3
당송팔대가문초구양수4,2004,11,0,1,1
당송팔대가문초구양수4,2010,11,0,1,3
당송팔대가문초구양수4,2011,11,2,2,3
당송팔대가문초구양수4,2012,11,0,1,1
당송팔대가문초구양수4,2020,11,0,3,8
당송팔대가문초구양수4,2022,11,0,1,7
당송팔대가문초구양수4,2023,11,0,1,3
당송팔대가문초구양수4,2038,11,0,1,3
당송팔대가문초구양수4,2039,11,0,1,1
당송팔대가문초구양수4,2040,11,8,3,3
당송팔대가문초구양수4,2041,11,0,1,1
당송팔대가문초구양수4,2055,11,3,2,3
당송팔대가문초구양수4,2058,11,0,2,3
당송팔대가문초구양수4,2059,11,6,1,1
당송팔대가문초구양수4,2084,11,0,2,3
당송팔대가문초구양수4,2099,11,5,1,1
당송팔대가문초구양수4,2287,11,14,2,3
당송팔대가문초구양수4,2288,11,0,2,2
당송팔대가문초구양수4,2292,11,0,1,1
당송팔대가문초구양수4,2294,11,0,1,4
당송팔대가문초구양수4,2297,11,0,1,1
당송팔대가문초구양수4,2322,11,2,3,3
당송팔대가문초구양수4,2323,11,0,1,3
당송팔대가문초구양수4,2331,11,0,2,7
당송팔대가문초구양수4,2332,11,0,1,3
당송팔대가문초구양수4,2340,11,0,1,1
당송팔대가문초구양수4,2352,11,0,1,3
당송팔대가문초구양수4,2353,11,0,1,4
당송팔대가문초구양수4,2354,11,9,2,2
당송팔대가문초구양수4,2373,11,0,2,2
당송팔대가문초구양수4,2381,11,0,2,6
당송팔대가문초구양수4,2389,11,9,1,1
당송팔대가문초구양수4,2390,11,0,1,1
당송팔대가문초구양수4,2392,11,0,1,1
당송팔대가문초구양수4,2410,11,0,1,1
당송팔대가문초구양수4,2411,11,0,1,9
당송팔대가문초구양수4,2412,11,0,1,5
당송팔대가문초구양수4,2413,11,0,1,2
당송팔대가문초구양수4,2414,11,0,1,1
당송팔대가문초구양수4,2415,11,0,1,2
당송팔대가문초구양수4,2418,11,0,1,2
당송팔대가문초구양수4,2436,11,0,1,2
당송팔대가문초구양수4,2441,11,0,1,3
당송팔대가문초구양수4,2450,11,0,1,2
당송팔대가문초구양수4,2451,11,6,2,3
당송팔대가문초구양수4,2455,11,0,2,2
당송팔대가문초구양수4,2460,11,0,1,1
당송팔대가문초구양수4,2471,11,0,1,2
당송팔대가문초구양수4,2484,11,0,2,4
당송팔대가문초구양수5,360,11,0,1,3
당송팔대가문초구양수5,543,11,0,1,9
당송팔대가문초구양수5,703,11,0,1,2
당송팔대가문초구양수5,740,11,0,1,1
당송팔대가문초구양수5,866,11,0,1,1
당송팔대가문초구양수5,867,11,0,2,3
당송팔대가문초구양수5,873,11,0,1,1
당송팔대가문초구양수5,874,11,0,1,1
당송팔대가문초구양수5,1445,11,0,1,1
당송팔대가문초구양수5,2141,11,0,1,2
당송팔대가문초구양수5,2142,11,0,1,3
당송팔대가문초구양수5,2201,11,8,2,3
당송팔대가문초구양수6,19,11,2,1,2
당송팔대가문초구양수6,240,11,0,1,1
당송팔대가문초구양수6,445,11,0,1,4
당송팔대가문초구양수6,502,11,0,2,2
당송팔대가문초구양수6,512,11,0,1,4
당송팔대가문초구양수6,513,11,0,3,4
당송팔대가문초구양수6,517,11,0,1,4
당송팔대가문초구양수6,525,11,0,1,1
당송팔대가문초구양수6,543,11,0,1,2
당송팔대가문초구양수6,548,11,0,1,3
당송팔대가문초구양수6,549,11,0,1,4
당송팔대가문초구양수6,550,11,0,1,2
당송팔대가문초구양수6,706,11,2,1,2
당송팔대가문초구양수6,952,11,0,1,1
당송팔대가문초구양수6,979,11,0,1,4
당송팔대가문초구양수6,1117,11,0,1,1
당송팔대가문초구양수6,1326,11,8,2,3
당송팔대가문초구양수6,1329,11,9,2,2
당송팔대가문초구양수6,1337,11,2,1,1
당송팔대가문초구양수6,1551,11,13,1,2
당송팔대가문초구양수6,1865,11,0,1,1
당송팔대가문초구양수6,1906,11,13,1,1
당송팔대가문초소순1,24,11,0,4,7
당송팔대가문초소순1,27,11,0,2,5
당송팔대가문초소순1,28,11,0,2,3
당송팔대가문초소순1,38,11,8,2,3
당송팔대가문초소순1,55,11,0,1,6
당송팔대가문초소순1,110,11,0,2,2
당송팔대가문초소순1,113,11,15,1,1
당송팔대가문초소순1,167,11,13,1,1
당송팔대가문초소순1,168,11,0,1,3
당송팔대가문초소순1,171,11,0,2,4
당송팔대가문초소순1,186,11,0,2,4
당송팔대가문초소순1,190,11,0,1,1
당송팔대가문초소순1,200,11,0,1,3
당송팔대가문초소순1,207,11,2,2,3
당송팔대가문초소순1,208,11,5,1,1
당송팔대가문초소순1,262,11,8,1,1
당송팔대가문초소순1,263,11,0,1,1
당송팔대가문초소순1,264,11,0,1,1
당송팔대가문초소순1,277,11,0,2,4
당송팔대가문초소순1,278,11,0,1,1
당송팔대가문초소순1,279,11,0,1,2
당송팔대가문초소순1,288,11,0,2,4
당송팔대가문초소순1,289,11,0,1,2
당송팔대가문초소순1,298,11,0,1,1
당송팔대가문초소순1,306,11,0,3,5
당송팔대가문초소순1,309,11,0,2,2
당송팔대가문초소순1,310,11,0,3,5
당송팔대가문초소순1,317,11,12,2,3
당송팔대가문초소순1,323,11,8,2,2
당송팔대가문초소순1,329,11,0,1,2
당송팔대가문초소순1,388,11,0,2,3
당송팔대가문초소순1,389,11,0,2,2
당송팔대가문초소순1,395,11,0,1,4
당송팔대가문초소순1,396,11,0,1,6
당송팔대가문초소순1,459,11,0,2,6
당송팔대가문초소순1,461,11,9,2,3
당송팔대가문초소순1,463,11,0,2,6
당송팔대가문초소순1,464,11,0,2,9
당송팔대가문초소순1,472,11,9,2,3
당송팔대가문초소순1,495,11,0,2,4
당송팔대가문초소순1,538,11,15,1,1
당송팔대가문초소순1,559,11,10,2,2
당송팔대가문초소순1,570,11,12,2,4
당송팔대가문초소순1,573,11,0,1,3
당송팔대가문초소순1,587,11,4,1,1
당송팔대가문초소순1,622,11,0,1,4
당송팔대가문초소순1,623,11,0,1,2
당송팔대가문초소순1,626,11,0,2,2
당송팔대가문초소순1,649,11,0,1,4
당송팔대가문초소순1,652,11,0,2,8
당송팔대가문초소순1,653,11,9,1,1
당송팔대가문초소순1,654,11,8,2,3
당송팔대가문초소순1,655,11,0,2,2
당송팔대가문초소순1,659,11,0,2,2
당송팔대가문초소순1,664,11,0,1,1
당송팔대가문초소순1,665,11,0,1,4
당송팔대가문초소순1,668,11,0,2,2
당송팔대가문초소순1,701,11,0,1,2
당송팔대가문초소순1,704,11,0,2,2
당송팔대가문초소순1,705,11,0,1,2
당송팔대가문초소순1,706,11,0,1,3
당송팔대가문초소순1,707,11,9,1,2
당송팔대가문초소순1,715,11,0,2,2
당송팔대가문초소순1,722,11,0,2,5
당송팔대가문초소순1,726,11,0,1,3
당송팔대가문초소순1,757,11,2,1,2
당송팔대가문초소순1,808,11,0,1,1
당송팔대가문초소순1,832,11,0,1,1
당송팔대가문초소순1,840,11,0,2,3
당송팔대가문초소순1,852,11,0,2,4
당송팔대가문초소순1,853,11,14,1,4
당송팔대가문초소순1,876,11,2,2,4
당송팔대가문초소순1,878,11,0,1,1
당송팔대가문초소순1,881,11,0,1,2
당송팔대가문초소순1,889,11,0,2,7
당송팔대가문초소순1,890,11,9,1,2
당송팔대가문초소순1,891,11,0,1,1
당송팔대가문초소순1,892,11,0,2,2
당송팔대가문초소순1,909,11,0,2,2
당송팔대가문초소순1,910,11,0,2,2
당송팔대가문초소순1,911,11,6,1,1
당송팔대가문초소순1,912,11,8,1,1
당송팔대가문초소순1,948,11,0,1,1
당송팔대가문초소순1,950,11,0,1,1
당송팔대가문초소순1,989,11,0,1,3
당송팔대가문초소순1,1026,11,0,1,5
당송팔대가문초소순1,1030,11,1,2,2
당송팔대가문초소순1,1033,11,0,1,4
당송팔대가문초소순1,1039,11,0,1,1
당송팔대가문초소순1,1040,11,0,1,1
당송팔대가문초소순1,1041,11,0,1,1
당송팔대가문초소순1,1046,11,0,1,4
당송팔대가문초소순1,1047,11,0,1,1
당송팔대가문초소순1,1066,11,9,1,1
당송팔대가문초소순1,1116,11,0,1,2
당송팔대가문초소순1,1146,11,0,1,1
당송팔대가문초소순1,1151,11,2,2,3
당송팔대가문초소순1,1156,11,8,1,3
당송팔대가문초소순1,1159,11,0,1,4
당송팔대가문초소순1,1160,11,0,1,1
당송팔대가문초소순1,1199,11,0,2,6
당송팔대가문초소순1,1200,11,0,1,3
당송팔대가문초소순1,1201,11,0,1,2
당송팔대가문초소순1,1202,11,9,1,1
당송팔대가문초소순1,1213,11,0,1,4
당송팔대가문초소순1,1214,11,0,1,1
당송팔대가문초소순1,1227,11,0,1,2
당송팔대가문초소순1,1228,11,0,1,3
당송팔대가문초소순1,1245,11,0,1,3
당송팔대가문초소순1,1262,11,0,1,1
당송팔대가문초소순1,1375,11,8,1,2
당송팔대가문초소순1,1396,11,0,1,1
당송팔대가문초소순1,1398,11,0,1,1
당송팔대가문초소순1,1399,11,0,2,2
당송팔대가문초소순1,1432,11,0,1,2
당송팔대가문초소순1,1498,11,0,1,3
당송팔대가문초소순1,1499,11,0,2,3
당송팔대가문초소순1,1500,11,0,1,2
당송팔대가문초소순1,1508,11,0,1,2
당송팔대가문초소순1,1510,11,0,1,2
당송팔대가문초소순1,1511,11,0,1,3
당송팔대가문초소순1,1518,11,0,1,1
당송팔대가문초소순1,1529,11,0,1,1
당송팔대가문초소순1,1530,11,0,1,3
당송팔대가문초소순1,1542,11,0,1,2
당송팔대가문초소순1,1543,11,0,1,1
당송팔대가문초소순1,1592,11,0,1,3
당송팔대가문초소순1,1605,11,0,1,2
당송팔대가문초소순1,1607,11,0,2,2
당송팔대가문초소순1,1615,11,0,2,4
당송팔대가문초소순1,1621,11,0,2,2
당송팔대가문초소순1,1626,11,0,1,1
당송팔대가문초소순1,1627,11,0,3,3
당송팔대가문초소순1,1634,11,0,1,3
당송팔대가문초소순1,1639,11,0,2,7
당송팔대가문초소순1,1640,11,0,1,6
당송팔대가문초소순1,1642,11,0,1,2
당송팔대가문초소순1,1643,11,0,2,3
당송팔대가문초소순1,1654,11,8,1,1
당송팔대가문초소순1,1670,11,0,1,2
당송팔대가문초소순1,1671,11,0,2,5
당송팔대가문초소순1,1681,11,0,1,1
당송팔대가문초소순1,1682,11,12,1,3
당송팔대가문초소순1,1686,11,0,1,3
당송팔대가문초소순1,1687,11,0,1,4
당송팔대가문초소순1,1688,11,0,2,4
당송팔대가문초소순1,1689,11,0,2,7
당송팔대가문초소순1,1690,11,3,3,6
당송팔대가문초소순1,1698,11,0,1,1
당송팔대가문초소순1,1699,11,0,1,2
당송팔대가문초소순1,1700,11,0,1,2
당송팔대가문초소순1,1701,11,0,1,1
당송팔대가문초소순1,1727,11,0,2,5
당송팔대가문초소순1,1748,11,0,1,6
당송팔대가문초소순1,1749,11,0,2,11
당송팔대가문초소순1,1808,11,0,1,2
당송팔대가문초소순1,1809,11,0,2,4
당송팔대가문초소순1,1810,11,0,2,2
당송팔대가문초소순1,1836,11,0,2,2
당송팔대가문초소순1,1841,11,8,1,2
당송팔대가문초소순1,1844,11,0,1,1
당송팔대가문초소순1,1859,11,2,1,2
당송팔대가문초소순1,1866,11,0,1,1
당송팔대가문초소순1,1889,11,0,2,2
당송팔대가문초소순1,1917,11,0,1,2
당송팔대가문초소순1,1949,11,14,1,3
당송팔대가문초소순1,1996,11,0,1,2
당송팔대가문초소순1,2002,11,0,2,6
당송팔대가문초소순1,2003,11,0,1,1
당송팔대가문초소순1,2016,11,0,1,5
당송팔대가문초소순1,2020,11,0,1,2
당송팔대가문초소순1,2028,11,0,1,1
당송팔대가문초소순1,2053,11,0,1,2
당송팔대가문초소순1,2054,11,0,1,2
당송팔대가문초소순1,2150,11,0,3,10
당송팔대가문초소순1,2158,11,0,1,3
당송팔대가문초소순1,2194,11,5,3,5
당송팔대가문초소순1,2195,11,0,1,1
당송팔대가문초소순1,2222,11,9,1,1
당송팔대가문초소순1,2236,11,0,1,1
당송팔대가문초소순1,2247,11,0,1,3
당송팔대가문초소순1,2272,11,0,1,6
당송팔대가문초소순1,2290,11,0,2,5
당송팔대가문초소순1,2296,11,0,1,4
당송팔대가문초소순1,2327,11,0,1,1
당송팔대가문초소순1,2331,11,0,2,4
당송팔대가문초소순1,2347,11,2,2,6
당송팔대가문초소순1,2568,11,2,1,1
당송팔대가문초소순1,2597,11,0,1,5
당송팔대가문초소순1,2613,11,8,2,4
당송팔대가문초소순1,2616,11,0,1,2
당송팔대가문초소순1,2620,11,0,1,6
당송팔대가문초소순1,2624,11,0,1,5
당송팔대가문초소순1,2625,11,0,2,4
당송팔대가문초소순1,2708,11,0,1,2
당송팔대가문초소순1,2709,11,0,2,7
당송팔대가문초소순1,2715,11,8,2,2
당송팔대가문초소식1,111,11,0,1,1
당송팔대가문초소식1,160,11,0,1,1
당송팔대가문초소식1,164,11,0,1,2
당송팔대가문초소식1,181,11,0,2,7
당송팔대가문초소식1,182,11,0,1,3
당송팔대가문초소식1,193,11,4,1,1
당송팔대가문초소식1,207,11,8,2,3
당송팔대가문초소식1,210,11,0,1,2
당송팔대가문초소식1,212,11,0,1,1
당송팔대가문초소식1,227,11,5,2,2
당송팔대가문초소식1,256,11,2,1,2
당송팔대가문초소식1,265,11,0,1,1
당송팔대가문초소식1,266,11,0,1,1
당송팔대가문초소식1,344,11,0,1,2
당송팔대가문초소식1,348,11,0,3,9
당송팔대가문초소식1,378,11,0,2,2
당송팔대가문초소식1,379,11,0,1,2
당송팔대가문초소식1,383,11,0,1,2
당송팔대가문초소식1,385,11,0,2,5
당송팔대가문초소식1,386,11,0,1,6
당송팔대가문초소식1,387,11,8,2,2
당송팔대가문초소식1,405,11,0,1,2
당송팔대가문초소식1,409,11,2,1,1
당송팔대가문초소식1,410,11,0,1,2
당송팔대가문초소식1,414,11,0,1,3
당송팔대가문초소식1,415,11,8,3,5
당송팔대가문초소식1,456,11,13,2,3
당송팔대가문초소식1,472,11,0,2,6
당송팔대가문초소식1,473,11,0,1,1
당송팔대가문초소식1,484,11,0,1,1
당송팔대가문초소식1,487,11,0,2,4
당송팔대가문초소식1,495,11,2,3,6
당송팔대가문초소식1,496,11,0,2,2
당송팔대가문초소식1,524,11,0,1,3
당송팔대가문초소식1,544,11,15,2,3
당송팔대가문초소식1,561,11,0,1,1
당송팔대가문초소식1,562,11,0,2,4
당송팔대가문초소식1,563,11,8,1,2
당송팔대가문초소식1,564,11,0,1,3
당송팔대가문초소식1,570,11,8,2,3
당송팔대가문초소식1,612,11,0,1,1
당송팔대가문초소식1,624,11,0,1,1
당송팔대가문초소식1,625,11,0,3,7
당송팔대가문초소식1,680,11,2,2,3
당송팔대가문초소식1,701,11,0,2,4
당송팔대가문초소식1,706,11,0,3,4
당송팔대가문초소식1,776,11,2,2,3
당송팔대가문초소식1,804,11,0,1,4
당송팔대가문초소식1,805,11,12,1,1
당송팔대가문초소식1,821,11,0,1,3
당송팔대가문초소식1,826,11,15,1,1
당송팔대가문초소식1,835,11,8,1,1
당송팔대가문초소식1,858,11,0,1,3
당송팔대가문초소식1,871,11,0,2,2
당송팔대가문초소식1,882,11,0,1,2
당송팔대가문초소식1,914,11,0,1,4
당송팔대가문초소식1,1049,11,0,2,3
당송팔대가문초소식1,1050,11,8,1,1
당송팔대가문초소식1,1051,11,0,2,4
당송팔대가문초소식1,1055,11,0,2,2
당송팔대가문초소식1,1144,11,3,2,3
당송팔대가문초소식1,1162,11,0,1,1
당송팔대가문초소식1,1220,11,0,1,3
당송팔대가문초소식1,1270,11,0,1,6
당송팔대가문초소식1,1291,11,6,2,3
당송팔대가문초소식1,1313,11,0,1,4
당송팔대가문초소식1,1315,11,0,3,5
당송팔대가문초소식1,1393,11,0,1,1
당송팔대가문초소식1,1410,11,5,1,1
당송팔대가문초소식1,1412,11,8,3,7
당송팔대가문초소식1,1415,11,8,1,1
당송팔대가문초소식1,1418,11,0,3,4
당송팔대가문초소식1,1419,11,0,2,5
당송팔대가문초소식1,1422,11,0,1,4
당송팔대가문초소식1,1423,11,0,2,2
당송팔대가문초소식1,1424,11,0,1,3
당송팔대가문초소식1,1425,11,0,2,4
당송팔대가문초소식1,1429,11,10,3,3
당송팔대가문초소식1,1434,11,0,1,3
당송팔대가문초소식1,1440,11,8,2,4
당송팔대가문초소식1,1475,11,0,1,1
당송팔대가문초소식1,1481,11,0,1,2
당송팔대가문초소식1,1522,11,15,1,1
당송팔대가문초소식1,1563,11,0,1,2
당송팔대가문초소식1,1564,11,12,1,1
당송팔대가문초소식1,1571,11,0,1,1
당송팔대가문초소식1,1581,11,0,1,1
당송팔대가문초소식1,1670,11,0,1,1
당송팔대가문초소식1,1696,11,0,1,2
당송팔대가문초소식1,1713,11,0,2,6
당송팔대가문초소식1,1766,11,0,2,7
당송팔대가문초소식1,1767,11,0,1,2
당송팔대가문초소식1,1776,11,0,1,1
당송팔대가문초소식1,1783,11,0,2,6
당송팔대가문초소식1,1784,11,15,1,1
당송팔대가문초소식1,1789,11,0,1,3
당송팔대가문초소식1,1864,11,8,2,3
당송팔대가문초소식1,1865,11,0,1,1
당송팔대가문초소식2,33,11,0,2,4
당송팔대가문초소식2,34,11,10,1,1
당송팔대가문초소식2,38,11,0,2,6
당송팔대가문초소식2,47,11,0,1,1
당송팔대가문초소식2,57,11,0,1,1
당송팔대가문초소식2,72,11,14,1,1
당송팔대가문초소식2,113,11,8,3,4
당송팔대가문초소식2,174,11,0,1,1
당송팔대가문초소식2,188,11,0,1,2
당송팔대가문초소식2,256,11,0,3,4
당송팔대가문초소식2,268,11,0,2,4
당송팔대가문초소식2,302,11,0,1,1
당송팔대가문초소식2,310,11,0,1,4
당송팔대가문초소식2,352,11,0,1,3
당송팔대가문초소식2,366,11,0,1,3
당송팔대가문초소식2,415,11,0,1,1
당송팔대가문초소식2,416,11,0,1,1
당송팔대가문초소식2,474,11,0,1,6
당송팔대가문초소식2,560,11,0,1,3
당송팔대가문초소식2,614,11,0,1,2
당송팔대가문초소식2,620,11,15,2,3
당송팔대가문초소식2,623,11,0,3,5
당송팔대가문초소식2,648,11,15,1,2
당송팔대가문초소식2,681,11,0,2,3
당송팔대가문초소식2,697,11,0,1,1
당송팔대가문초소식2,708,11,0,1,1
당송팔대가문초소식2,716,11,0,3,5
당송팔대가문초소식2,775,11,0,2,7
당송팔대가문초소식2,805,11,0,2,2
당송팔대가문초소식2,832,11,0,1,3
당송팔대가문초소식2,868,11,0,1,1
당송팔대가문초소식2,869,11,8,2,2
당송팔대가문초소식2,870,11,0,1,1
당송팔대가문초소식2,871,11,3,2,3
당송팔대가문초소식2,876,11,0,2,3
당송팔대가문초소식2,877,11,0,1,1
당송팔대가문초소식2,880,11,0,1,1
당송팔대가문초소식2,894,11,0,1,1
당송팔대가문초소식2,895,11,0,2,3
당송팔대가문초소식2,919,11,0,1,1
당송팔대가문초소식2,931,11,0,1,1
당송팔대가문초소식2,957,11,0,1,1
당송팔대가문초소식2,958,11,8,1,1
당송팔대가문초소식2,1000,11,12,1,1
당송팔대가문초소식2,1029,11,8,2,3
당송팔대가문초소식2,1032,11,0,3,3
당송팔대가문초소식2,1033,11,0,2,3
당송팔대가문초소식2,1036,11,0,1,2
당송팔대가문초소식2,1037,11,0,1,3
당송팔대가문초소식2,1045,11,0,1,2
당송팔대가문초소식2,1046,11,0,1,3
당송팔대가문초소식2,1047,11,8,2,3
당송팔대가문초소식2,1048,11,0,2,2
당송팔대가문초소식2,1049,11,0,4,9
당송팔대가문초소식2,1061,11,0,1,2
당송팔대가문초소식2,1062,11,0,2,6
당송팔대가문초소식2,1121,11,0,1,2
당송팔대가문초소식2,1125,11,0,1,1
당송팔대가문초소식2,1135,11,12,1,1
당송팔대가문초소식2,1144,11,0,1,1
당송팔대가문초소식2,1156,11,0,1,4
당송팔대가문초소식2,1157,11,0,1,4
당송팔대가문초소식2,1170,11,0,2,10
당송팔대가문초소식2,1173,11,0,1,2
당송팔대가문초소식2,1182,11,0,1,2
당송팔대가문초소식2,1276,11,0,1,1
당송팔대가문초소식2,1277,11,0,1,3
당송팔대가문초소식2,1304,11,0,1,1
당송팔대가문초소식2,1305,11,0,2,2
당송팔대가문초소식2,1311,11,0,1,2
당송팔대가문초소식2,1383,11,0,1,1
당송팔대가문초소식2,1393,11,0,2,3
당송팔대가문초소식2,1394,11,0,1,2
당송팔대가문초소식2,1404,11,0,1,4
당송팔대가문초소식2,1405,11,0,2,4
당송팔대가문초소식2,1406,11,2,2,3
당송팔대가문초소식2,1427,11,0,1,3
당송팔대가문초소식2,1448,11,0,2,3
당송팔대가문초소식2,1455,11,0,1,1
당송팔대가문초소식2,1456,11,0,3,9
당송팔대가문초소식2,1460,11,0,1,1
당송팔대가문초소식2,1465,11,0,1,2
당송팔대가문초소식2,1467,11,0,1,6
당송팔대가문초소식2,1468,11,0,2,5
당송팔대가문초소식2,1488,11,0,1,1
당송팔대가문초소식2,1489,11,0,1,1
당송팔대가문초소식2,1490,11,0,1,1
당송팔대가문초소식2,1534,11,3,1,1
당송팔대가문초소식2,1537,11,0,1,1
당송팔대가문초소식2,1540,11,0,2,5
당송팔대가문초소식2,1541,11,6,2,3
당송팔대가문초소식2,1542,11,0,1,1
당송팔대가문초소식2,1544,11,4,1,2
당송팔대가문초소식2,1547,11,0,1,2
당송팔대가문초소식2,1548,11,0,1,3
당송팔대가문초소식2,1556,11,0,1,3
당송팔대가문초소식2,1578,11,0,1,2
당송팔대가문초소식2,1581,11,0,1,4
당송팔대가문초소식2,1582,11,0,1,2
당송팔대가문초소식2,1583,11,0,2,4
당송팔대가문초소식2,1586,11,0,2,2
당송팔대가문초소식2,1597,11,0,1,2
당송팔대가문초소식2,1598,11,0,3,3
당송팔대가문초소식2,1599,11,0,1,1
당송팔대가문초소식2,1611,11,0,1,5
당송팔대가문초소식2,1629,11,0,1,6
당송팔대가문초소식2,1655,11,0,1,5
당송팔대가문초소식2,1659,11,0,1,2
당송팔대가문초소식2,1662,11,0,1,3
당송팔대가문초소식2,1663,11,0,1,2
당송팔대가문초소식2,1664,11,9,1,2
당송팔대가문초소식2,1667,11,0,2,4
당송팔대가문초소식2,1668,11,0,1,1
당송팔대가문초소식2,1670,11,0,2,3
당송팔대가문초소식2,1671,11,0,1,5
당송팔대가문초소식2,1673,11,13,1,2
당송팔대가문초소식2,1674,11,0,3,5
당송팔대가문초소식2,1688,11,8,2,3
당송팔대가문초소식2,1689,11,0,1,3
당송팔대가문초소식2,1692,11,6,1,1
당송팔대가문초소식2,1701,11,0,1,3
당송팔대가문초소식2,1789,11,0,1,2
당송팔대가문초소식2,1842,11,0,1,2
당송팔대가문초소식2,1886,11,0,1,6
당송팔대가문초소식2,1896,11,0,1,2
당송팔대가문초소식2,1897,11,8,2,2
당송팔대가문초소식2,1898,11,13,2,5
당송팔대가문초소식2,1921,11,0,1,1
당송팔대가문초소식2,1922,11,0,1,7
당송팔대가문초소식2,1934,11,0,2,4
당송팔대가문초소식2,1935,11,0,2,7
당송팔대가문초소식2,1936,11,0,2,2
당송팔대가문초소식2,1947,11,0,2,4
당송팔대가문초소식2,1948,11,0,1,3
당송팔대가문초소식2,1949,11,13,2,3
당송팔대가문초소식2,1963,11,0,2,2
당송팔대가문초소식2,1974,11,0,2,3
당송팔대가문초소식2,1975,11,0,1,3
당송팔대가문초소식2,1976,11,0,1,5
당송팔대가문초소식2,1980,11,0,1,3
당송팔대가문초소식2,1990,11,0,3,5
당송팔대가문초소식2,1993,11,0,2,5
당송팔대가문초소식2,1995,11,0,3,5
당송팔대가문초소식2,1997,11,0,2,7
당송팔대가문초소식2,1999,11,8,1,5
당송팔대가문초소식2,2000,11,0,1,3
당송팔대가문초소식2,2009,11,6,2,3
당송팔대가문초소식2,2011,11,0,1,3
당송팔대가문초소식2,2012,11,0,1,1
당송팔대가문초소식2,2013,11,0,1,2
당송팔대가문초소식2,2014,11,0,3,3
당송팔대가문초소식2,2030,11,0,1,4
당송팔대가문초소식2,2031,11,0,1,1
당송팔대가문초소식2,2174,11,0,1,1
당송팔대가문초소식2,2200,11,8,1,2
당송팔대가문초소식2,2243,11,0,2,5
당송팔대가문초소식2,2247,11,8,2,3
당송팔대가문초소식2,2331,11,0,1,3
당송팔대가문초소식3,6,11,0,2,4
당송팔대가문초소식3,7,11,0,3,7
당송팔대가문초소식3,12,11,0,1,1
당송팔대가문초소식3,146,11,2,2,3
당송팔대가문초소식3,159,11,0,2,5
당송팔대가문초소식3,160,11,0,1,2
당송팔대가문초소식3,186,11,0,1,3
당송팔대가문초소식3,217,11,0,2,3
당송팔대가문초소식3,218,11,0,2,2
당송팔대가문초소식3,219,11,12,1,1
당송팔대가문초소식3,220,11,0,1,1
당송팔대가문초소식3,221,11,0,1,3
당송팔대가문초소식3,224,11,0,2,2
당송팔대가문초소식3,225,11,0,1,3
당송팔대가문초소식3,232,11,12,1,1
당송팔대가문초소식3,240,11,0,1,4
당송팔대가문초소식3,241,11,0,1,7
당송팔대가문초소식3,424,11,0,2,4
당송팔대가문초소식3,451,11,9,1,1
당송팔대가문초소식3,462,11,0,1,2
당송팔대가문초소식3,639,11,0,2,10
당송팔대가문초소식3,669,11,0,2,4
당송팔대가문초소식3,670,11,0,1,4
당송팔대가문초소식3,688,11,0,1,1
당송팔대가문초소식3,690,11,2,1,2
당송팔대가문초소식3,725,11,0,1,3
당송팔대가문초소식3,747,11,0,1,3
당송팔대가문초소식3,748,11,12,1,1
당송팔대가문초소식3,750,11,0,1,7
당송팔대가문초소식3,836,11,0,1,1
당송팔대가문초소식3,873,11,0,2,8
당송팔대가문초소식3,903,11,3,1,1
당송팔대가문초소식3,908,11,0,1,1
당송팔대가문초소식3,935,11,0,2,5
당송팔대가문초소식3,947,11,0,3,7
당송팔대가문초소식3,948,11,0,1,1
당송팔대가문초소식3,951,11,0,2,4
당송팔대가문초소식3,957,11,0,2,4
당송팔대가문초소식3,965,11,4,2,3
당송팔대가문초소식3,989,11,0,1,3
당송팔대가문초소식3,990,11,12,1,1
당송팔대가문초소식3,1054,11,0,1,2
당송팔대가문초소식3,1093,11,0,1,7
당송팔대가문초소식3,1095,11,0,2,11
당송팔대가문초소식3,1159,11,0,2,6
당송팔대가문초소식3,1160,11,2,4,5
당송팔대가문초소식3,1179,11,0,1,2
당송팔대가문초소식3,1182,11,4,1,1
당송팔대가문초소식3,1228,11,0,1,6
당송팔대가문초소식3,1229,11,0,4,10
당송팔대가문초소식3,1257,11,0,1,4
당송팔대가문초소식3,1273,11,0,1,3
당송팔대가문초소식3,1306,11,13,2,3
당송팔대가문초소식3,1325,11,0,1,5
당송팔대가문초소식3,1328,11,0,2,6
당송팔대가문초소식3,1348,11,0,1,1
당송팔대가문초소식3,1349,11,0,1,3
당송팔대가문초소식3,1355,11,0,1,6
당송팔대가문초소식4,6,11,0,1,1
당송팔대가문초소식4,27,11,8,3,4
당송팔대가문초소식4,63,11,0,1,2
당송팔대가문초소식4,193,11,0,1,3
당송팔대가문초소식4,195,11,0,1,4
당송팔대가문초소식4,262,11,0,1,4
당송팔대가문초소식4,322,11,0,1,6
당송팔대가문초소식4,374,11,0,1,1
당송팔대가문초소식4,375,11,0,2,3
당송팔대가문초소식4,376,11,0,1,3
당송팔대가문초소식4,428,11,12,1,1
당송팔대가문초소식4,487,11,0,1,1
당송팔대가문초소식4,590,11,0,3,4
