cluster,entropy,top_marker,top_marker_ratio
0,2.63617074026145,라,0.5653792461610051
1,2.9139778445241356,라,0.5149765633931633
2,1.2133738116762525,라,0.8449152542372881
3,3.0184807537791074,라,0.3931576616474756
